"","sibs","age","incom16","reg16","res16","pasei10","masei10","granborn","family16","age_num","sibs_num","pasei10_num","masei10_num"
"764","1","22","above average","west south central","in a suburb near a large city","83.8","67.7","none","both own mother and father",22,1,83.8,67.7
"765","4","32","below average","west south central","in a suburb near a large city","iap","39.9","none","mother only",32,4,NA,39.9
"766","1","35","far below average","west south central","in a large city (over 250,000)","21.6","21.6","four","both own mother and father",35,1,21.6,21.6
"767","4","44","average","west south central","in a medium-size city (50,000-250,000)","88","27","none","father and stepmother",44,4,88,27
"768","2","49","above average","west south central","in a small city or town (under 50,000)","68","82.5","none","both own mother and father",49,2,68,82.5
"769","6","no answer","below average","west south central","in a large city (over 250,000)","iap","12.6","iap","mother only",NA,6,NA,12.6
"770","3","43","below average","west south central","in a suburb near a large city","iap","41","none","mother only",43,3,NA,41
"771","2","40","average","middle atlantic","in a large city (over 250,000)","86.8","67.7","one","both own mother and father",40,2,86.8,67.7
"772","1","62","average","east north central","in a small city or town (under 50,000)","52.1","iap","two","both own mother and father",62,1,52.1,NA
"773","4","no answer","below average","pacific","in a medium-size city (50,000-250,000)","iap","24.2","iap","some other female relative (no male head)",NA,4,NA,24.2
"774","2","55","below average","west south central","farm","59.1","iap","none","both own mother and father",55,2,59.1,NA
"775","4","31","average","foreign","in a large city (over 250,000)","61.2","iap","four","both own mother and father",31,4,61.2,NA
"776","5","68","below average","west north central","in a medium-size city (50,000-250,000)","92.8","iap","four","both own mother and father",68,5,92.8,NA
"777","no answer","no answer","average","east north central","in a small city or town (under 50,000)","iap","iap","iap","no answer",NA,NA,NA,NA
"778","1","73","average","west south central","in a suburb near a large city","50.1","iap","none","both own mother and father",73,1,50.1,NA
"779","5","74","far below average","west south central","farm","39.9","iap","none","other",74,5,39.9,NA
"780","1","69","average","west south central","in a large city (over 250,000)","62","34.8","two","both own mother and father",69,1,62,34.8
"781","1","78","average","west north central","in a suburb near a large city","58.1","80.90000000000001","none","both own mother and father",78,1,58.1,80.9
"782","4","58","above average","mountain","in a small city or town (under 50,000)","59.8","38.8","none","mother and stepfather",58,4,59.8,38.8
"783","4","66","below average","west south central","in a medium-size city (50,000-250,000)","62","72.5","three","both own mother and father",66,4,62,72.5
"784","1","21","average","west south central","in a medium-size city (50,000-250,000)","53.6","37.6","two","both own mother and father",21,1,53.6,37.6
"785","no answer","43","no answer","west south central","in a small city or town (under 50,000)","iap","iap","iap","both own mother and father",43,NA,NA,NA
"786","1","62","average","west south central","in a small city or town (under 50,000)","52.1","39.7","none","both own mother and father",62,1,52.1,39.7
"787","0","40","below average","west south central","in a suburb near a large city","iap","38.3","don't know","mother only",40,0,NA,38.3
"788","0","37","far below average","west south central","in a small city or town (under 50,000)","62.6","37.2","none","both own mother and father",37,0,62.6,37.2
"789","5","68","average","west north central","in a large city (over 250,000)","50.4","43","two","both own mother and father",68,5,50.4,43
"790","2","39","above average","west south central","in a medium-size city (50,000-250,000)","80.90000000000001","82.5","none","both own mother and father",39,2,80.9,82.5
"791","1","42","below average","west south central","in a suburb near a large city","20.7","13.2","four","both own mother and father",42,1,20.7,13.2
"792","3","37","average","pacific","in a medium-size city (50,000-250,000)","26.5","26.5","four","both own mother and father",37,3,26.5,26.5
"793","1","61","above average","south atlantic","in a small city or town (under 50,000)","iap","iap","two","mother only",61,1,NA,NA
"794","3","69","average","foreign","in a large city (over 250,000)","44.9","13.2","two","both own mother and father",69,3,44.9,13.2
"795","5","71","average","middle atlantic","in a medium-size city (50,000-250,000)","43","iap","none","both own mother and father",71,5,43,NA
"796","2","73","below average","west south central","in a large city (over 250,000)","iap","38.8","two","mother only",73,2,NA,38.8
"797","2","64","far below average","west north central","farm","39.9","21.6","none","both own mother and father",64,2,39.9,21.6
"798","1","70","average","west south central","in a large city (over 250,000)","iap","38.3","none","mother only",70,1,NA,38.3
"799","1","70","average","west south central","in a large city (over 250,000)","74.59999999999999","iap","none","both own mother and father",70,1,74.6,NA
"800","6","55","average","east north central","in a suburb near a large city","20.7","24.2","four","both own mother and father",55,6,20.7,24.2
"801","0","69","below average","west south central","in open country but not on a farm","iap","iap","none","other",69,0,NA,NA
"802","2","50","average","west south central","farm","32","iap","none","both own mother and father",50,2,32,NA
"803","6","41","average","west south central","farm","32","iap","none","father and stepmother",41,6,32,NA
"804","2","77","average","west south central","in open country but not on a farm","65.09999999999999","39.7","none","both own mother and father",77,2,65.1,39.7
"805","1","56","average","west south central","in open country but not on a farm","25","38.8","none","both own mother and father",56,1,25,38.8
"806","1","56","average","west north central","in a small city or town (under 50,000)","38.3","58.4","none","both own mother and father",56,1,38.3,58.4
"807","3","19","below average","west south central","in a large city (over 250,000)","23.3","24.2","three","both own mother and father",19,3,23.3,24.2
"808","2","40","below average","west south central","in a small city or town (under 50,000)","iap","63.7","none","mother only",40,2,NA,63.7
"809","4","41","average","south atlantic","in a large city (over 250,000)","28.7","38.8","four","both own mother and father",41,4,28.7,38.8
"810","5","72","below average","west south central","in open country but not on a farm","27.2","52","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",72,5,27.2,52
"811","5","20","average","west south central","in a large city (over 250,000)","57.8","iap","three","father only",20,5,57.8,NA
"812","2","54","far above average","south atlantic","in a medium-size city (50,000-250,000)","71.8","iap","none","father only",54,2,71.8,NA
"813","1","33","average","south atlantic","in a medium-size city (50,000-250,000)","iap","50.4","none","mother only",33,1,NA,50.4
"814","1","40","average","west south central","in a suburb near a large city","57.5","38.8","none","both own mother and father",40,1,57.5,38.8
"815","3","no answer","iap","west south central","in a medium-size city (50,000-250,000)","iap","24.6","don't know","mother only",NA,3,NA,24.6
"816","3","no answer","average","west south central","in a small city or town (under 50,000)","43.4","iap","two","both own mother and father",NA,3,43.4,NA
"817","7","70","far below average","foreign","in a small city or town (under 50,000)","39.9","iap","four","both own mother and father",70,7,39.9,NA
"818","4","32","average","west south central","in a suburb near a large city","iap","24.2","none","mother only",32,4,NA,24.2
"819","3","no answer","below average","west south central","in a large city (over 250,000)","46.6","13.6","iap","both own mother and father",NA,3,46.6,13.6
"820","1","18","above average","west south central","in a suburb near a large city","67.7","iap","none","both own mother and father",18,1,67.7,NA
"821","2","54","above average","west south central","in a suburb near a large city","62.7","46.6","one","both own mother and father",54,2,62.7,46.6
"822","1","65","below average","east north central","in a suburb near a large city","31.1","25","none","other",65,1,31.1,25
"823","3","66","average","pacific","in a small city or town (under 50,000)","50.4","61.5","none","both own mother and father",66,3,50.4,61.5
"824","3","54","above average","west south central","in a small city or town (under 50,000)","48.8","24.2","none","both own mother and father",54,3,48.8,24.2
"825","12","47","below average","pacific","in a large city (over 250,000)","20.5","19.6","none","mother and stepfather",47,12,20.5,19.6
"826","4","40","below average","west south central","in a small city or town (under 50,000)","28.7","19.7","none","mother and stepfather",40,4,28.7,19.7
"827","3","32","average","west north central","in a small city or town (under 50,000)","67.7","38.3","none","both own mother and father",32,3,67.7,38.3
"828","5","67","far below average","foreign","in a small city or town (under 50,000)","39.7","26.8","four","both own mother and father",67,5,39.7,26.8
"829","5","61","below average","west north central","in a small city or town (under 50,000)","31.5","iap","two","both own mother and father",61,5,31.5,NA
"830","5","84","far below average","west south central","in a medium-size city (50,000-250,000)","36.7","iap","two","father and stepmother",84,5,36.7,NA
"831","3","39","far below average","west south central","in a large city (over 250,000)","51.5","26.8","four","both own mother and father",39,3,51.5,26.8
"832","3","28","average","west south central","in a suburb near a large city","61.2","39.7","none","both own mother and father",28,3,61.2,39.7
"833","3","60","average","middle atlantic","in a large city (over 250,000)","45.1","15.8","none","both own mother and father",60,3,45.1,15.8
"834","5","68","average","west south central","in a medium-size city (50,000-250,000)","iap","25.7","none","mother only",68,5,NA,25.7
"835","6","64","average","west south central","in a suburb near a large city","28.7","iap","iap","both own mother and father",64,6,28.7,NA
"836","3","57","below average","west south central","farm","45.4","24.6","none","both own mother and father",57,3,45.4,24.6
"837","no answer","48","average","west south central","in open country but not on a farm","25.2","38.8","none","both own mother and father",48,NA,25.2,38.8
"838","1","69","below average","west south central","in a large city (over 250,000)","43","35.8","none","mother and stepfather",69,1,43,35.8
"839","5","55","below average","west south central","in a small city or town (under 50,000)","31.2","71.7","none","both own mother and father",55,5,31.2,71.7
"840","3","60","above average","west north central","in a small city or town (under 50,000)","84.5","38.8","none","both own mother and father",60,3,84.5,38.8
"841","3","79","average","middle atlantic","in a small city or town (under 50,000)","25","38.8","four","both own mother and father",79,3,25,38.8
"842","1","41","below average","middle atlantic","in open country but not on a farm","62.6","45.3","none","both own mother and father",41,1,62.6,45.3
"843","1","61","don't know","middle atlantic","in a small city or town (under 50,000)","26.8","21.8","none","both own mother and father",61,1,26.8,21.8
"844","1","84","above average","middle atlantic","in a small city or town (under 50,000)","67.7","iap","one","both own mother and father",84,1,67.7,NA
"845","1","no answer","average","middle atlantic","in a large city (over 250,000)","38.3","38.1","none","both own mother and father",NA,1,38.3,38.1
"846","1","28","above average","south atlantic","in a medium-size city (50,000-250,000)","85.2","89.3","none","both own mother and father",28,1,85.2,89.3
"847","2","42","below average","east north central","in a small city or town (under 50,000)","28.7","62.9","none","both own mother and father",42,2,28.7,62.9
"848","3","36","below average","south atlantic","in a suburb near a large city","39.7","43","two","both own mother and father",36,3,39.7,43
"849","3","62","above average","west south central","in a suburb near a large city","65.3","84.2","none","mother and stepfather",62,3,65.3,84.2
"850","3","60","below average","south atlantic","in a suburb near a large city","38.3","28.7","one","both own mother and father",60,3,38.3,28.7
"851","2","59","above average","middle atlantic","in a suburb near a large city","67.7","38.8","none","both own mother and father",59,2,67.7,38.8
"852","1","22","above average","south atlantic","in a suburb near a large city","85","81","none","both own mother and father",22,1,85,81
"853","2","69","above average","south atlantic","in a suburb near a large city","50","iap","none","both own mother and father",69,2,50,NA
"854","2","72","average","middle atlantic","in a large city (over 250,000)","50.1","35.1","iap","both own mother and father",72,2,50.1,35.1
"855","1","76","below average","middle atlantic","in a large city (over 250,000)","39","iap","four","both own mother and father",76,1,39,NA
"856","1","22","above average","middle atlantic","in a small city or town (under 50,000)","89.3","41","none","both own mother and father",22,1,89.3,41
"857","7","54","don't know","middle atlantic","in a large city (over 250,000)","58.4","12.6","two","father and stepmother",54,7,58.4,12.6
"858","2","no answer","average","middle atlantic","in a small city or town (under 50,000)","57.8","13.3","two","both own mother and father",NA,2,57.8,13.3
"859","1","69","above average","middle atlantic","in a large city (over 250,000)","26.8","iap","one","other arrangement with relatives (e.g., aunt and uncle, grandparents)",69,1,26.8,NA
"860","2","85","average","middle atlantic","in a large city (over 250,000)","iap","iap","four","both own mother and father",85,2,NA,NA
"861","3","no answer","iap","middle atlantic","in a suburb near a large city","67.7","21.8","iap","both own mother and father",NA,3,67.7,21.8
"862","3","58","average","middle atlantic","in a suburb near a large city","20.7","84.2","three","both own mother and father",58,3,20.7,84.2
"863","1","37","below average","foreign","in a medium-size city (50,000-250,000)","65.3","82.5","four","both own mother and father",37,1,65.3,82.5
"864","0","20","above average","middle atlantic","in a small city or town (under 50,000)","73.40000000000001","87.90000000000001","none","both own mother and father",20,0,73.4,87.9
"865","2","64","below average","east north central","in a medium-size city (50,000-250,000)","57.5","35.8","four","both own mother and father",64,2,57.5,35.8
"866","0","42","far below average","foreign","in a suburb near a large city","50.3","iap","four","both own mother and father",42,0,50.3,NA
"867","1","65","average","middle atlantic","in a suburb near a large city","89.3","39.2","none","both own mother and father",65,1,89.3,39.2
"868","2","39","above average","middle atlantic","in a medium-size city (50,000-250,000)","76.3","84.2","none","both own mother and father",39,2,76.3,84.2
"869","2","54","above average","middle atlantic","in a small city or town (under 50,000)","73.90000000000001","70.3","none","both own mother and father",54,2,73.9,70.3
"870","no answer","no answer","average","middle atlantic","in a suburb near a large city","62","iap","two","both own mother and father",NA,NA,62,NA
"871","1","76","below average","middle atlantic","in a medium-size city (50,000-250,000)","35.2","13.6","four","both own mother and father",76,1,35.2,13.6
"872","3","68","average","east north central","in a suburb near a large city","26.8","20.7","none","both own mother and father",68,3,26.8,20.7
"873","2","58","below average","middle atlantic","in a large city (over 250,000)","iap","84.2","none","mother only",58,2,NA,84.2
"874","5","63","below average","foreign","in a large city (over 250,000)","67.7","67.7","four","both own mother and father",63,5,67.7,67.7
"875","2","21","average","middle atlantic","in a suburb near a large city","76.3","71.7","none","both own mother and father",21,2,76.3,71.7
"876","1","26","average","foreign","in a large city (over 250,000)","87.90000000000001","iap","four","both own mother and father",26,1,87.9,NA
"877","1","34","above average","south atlantic","in a small city or town (under 50,000)","83.8","iap","none","both own mother and father",34,1,83.8,NA
"878","3","34","average","middle atlantic","in a large city (over 250,000)","62.9","80.90000000000001","three","both own mother and father",34,3,62.9,80.9
"879","1","23","far above average","pacific","in a suburb near a large city","56.9","iap","none","both own mother and father",23,1,56.9,NA
"880","2","32","average","foreign","in a medium-size city (50,000-250,000)","86.09999999999999","21.8","four","both own mother and father",32,2,86.1,21.8
"881","2","26","above average","foreign","in a large city (over 250,000)","76.3","iap","four","both own mother and father",26,2,76.3,NA
"882","2","76","average","south atlantic","in a small city or town (under 50,000)","31.2","39.9","none","both own mother and father",76,2,31.2,39.9
"883","25","22","below average","middle atlantic","in a small city or town (under 50,000)","37.2","24.2","two","mother and stepfather",22,25,37.2,24.2
"884","2","67","far below average","middle atlantic","in a large city (over 250,000)","iap","24.2","none","mother only",67,2,NA,24.2
"885","2","35","average","middle atlantic","in a suburb near a large city","iap","84.2","two","mother only",35,2,NA,84.2
"886","6","40","average","middle atlantic","in a large city (over 250,000)","iap","24.2","none","mother only",40,6,NA,24.2
"887","2","53","average","middle atlantic","in a large city (over 250,000)","43.8","56.9","none","both own mother and father",53,2,43.8,56.9
"888","10","63","far below average","middle atlantic","in a large city (over 250,000)","21.4","iap","none","other",63,10,21.4,NA
"889","3","72","far below average","foreign","in a small city or town (under 50,000)","34.6","iap","four","both own mother and father",72,3,34.6,NA
"890","5","67","average","middle atlantic","in a small city or town (under 50,000)","50.1","iap","none","both own mother and father",67,5,50.1,NA
"891","1","no answer","above average","middle atlantic","in a suburb near a large city","91.09999999999999","34.7","one","both own mother and father",NA,1,91.1,34.7
"892","0","51","average","middle atlantic","in a small city or town (under 50,000)","50.4","20.8","none","both own mother and father",51,0,50.4,20.8
"893","4","54","average","middle atlantic","in open country but not on a farm","77","59.8","none","both own mother and father",54,4,77,59.8
"894","3","75","below average","middle atlantic","in a small city or town (under 50,000)","31.6","13.2","none","both own mother and father",75,3,31.6,13.2
"895","2","28","far below average","middle atlantic","in a medium-size city (50,000-250,000)","iap","iap","none","mother only",28,2,NA,NA
"896","2","no answer","average","middle atlantic","in a medium-size city (50,000-250,000)","21.8","21.8","two","both own mother and father",NA,2,21.8,21.8
"897","4","no answer","average","middle atlantic","in a small city or town (under 50,000)","34.1","38.8","four","both own mother and father",NA,4,34.1,38.8
"898","13","75","below average","south atlantic","in a medium-size city (50,000-250,000)","24.2","12.6","one","both own mother and father",75,13,24.2,12.6
"899","3","82","above average","middle atlantic","in a large city (over 250,000)","50.4","iap","four","both own mother and father",82,3,50.4,NA
"900","4","no answer","average","middle atlantic","in a suburb near a large city","iap","62.9","four","mother only",NA,4,NA,62.9
"901","3","49","average","foreign","farm","iap","iap","two","mother only",49,3,NA,NA
"902","4","27","above average","south atlantic","in a small city or town (under 50,000)","28.7","iap","none","both own mother and father",27,4,28.7,NA
"903","7","57","below average","south atlantic","in a large city (over 250,000)","53.6","38.3","none","both own mother and father",57,7,53.6,38.3
"904","1","33","average","middle atlantic","in a small city or town (under 50,000)","43","61.5","none","both own mother and father",33,1,43,61.5
"905","4","59","average","middle atlantic","in a medium-size city (50,000-250,000)","56.9","38.8","none","both own mother and father",59,4,56.9,38.8
"906","3","68","average","middle atlantic","in a small city or town (under 50,000)","32","iap","iap","both own mother and father",68,3,32,NA
"907","1","63","below average","foreign","in a large city (over 250,000)","iap","iap","four","mother only",63,1,NA,NA
"908","1","37","below average","foreign","in a small city or town (under 50,000)","iap","12.6","four","mother only",37,1,NA,12.6
"909","4","76","above average","middle atlantic","in open country but not on a farm","48.8","iap","two","both own mother and father",76,4,48.8,NA
"910","3","70","below average","west south central","in a small city or town (under 50,000)","23.3","38.3","none","both own mother and father",70,3,23.3,38.3
"911","2","70","average","west south central","in a small city or town (under 50,000)","39.9","iap","none","both own mother and father",70,2,39.9,NA
"912","9","42","below average","west south central","in a small city or town (under 50,000)","27.2","31.6","two","both own mother and father",42,9,27.2,31.6
"913","0","42","above average","west south central","in a large city (over 250,000)","iap","80.90000000000001","none","mother only",42,0,NA,80.9
"914","6","65","average","pacific","in a large city (over 250,000)","iap","13.6","none","mother only",65,6,NA,13.6
"915","3","45","below average","west south central","in a medium-size city (50,000-250,000)","64.2","57.5","four","father and stepmother",45,3,64.2,57.5
"916","4","49","average","west south central","in a medium-size city (50,000-250,000)","31","iap","four","both own mother and father",49,4,31,NA
"917","0","75","average","west south central","in a small city or town (under 50,000)","24.6","19.6","two","both own mother and father",75,0,24.6,19.6
"918","2","37","far below average","west south central","in a suburb near a large city","iap","41","iap","mother only",37,2,NA,41
"919","4","68","below average","west south central","in open country but not on a farm","iap","24.2","none","mother only",68,4,NA,24.2
"920","5","no answer","below average","west south central","in a large city (over 250,000)","46","41.1","four","both own mother and father",NA,5,46,41.1
"921","2","21","average","west south central","in a large city (over 250,000)","46","38.3","none","both own mother and father",21,2,46,38.3
"922","2","44","above average","west south central","in a small city or town (under 50,000)","48.8","38.2","none","both own mother and father",44,2,48.8,38.2
"923","8","48","far below average","west south central","in a small city or town (under 50,000)","73.5","34.7","none","mother and stepfather",48,8,73.5,34.7
"924","4","51","below average","west south central","in a large city (over 250,000)","iap","20.7","four","mother only",51,4,NA,20.7
"925","11","46","no answer","west south central","in a small city or town (under 50,000)","iap","32","iap","mother only",46,11,NA,32
"926","1","38","average","east north central","in a large city (over 250,000)","57.8","73.90000000000001","don't know","both own mother and father",38,1,57.8,73.9
"927","4","41","average","east north central","in a large city (over 250,000)","iap","iap","none","mother only",41,4,NA,NA
"928","2","no answer","far below average","west south central","in a large city (over 250,000)","25.2","26.1","four","both own mother and father",NA,2,25.2,26.1
"929","0","52","far below average","pacific","in a large city (over 250,000)","iap","iap","two","other",52,0,NA,NA
"930","2","64","above average","west south central","in a suburb near a large city","28.4","54.6","don't know","both own mother and father",64,2,28.4,54.6
"931","1","32","don't know","foreign","in a small city or town (under 50,000)","69.3","84.5","four","both own mother and father",32,1,69.3,84.5
"932","3","28","above average","west south central","in a small city or town (under 50,000)","92.8","76.7","none","mother and stepfather",28,3,92.8,76.7
"933","9","51","far below average","foreign","in a large city (over 250,000)","14","iap","none","both own mother and father",51,9,14,NA
"934","4","62","average","middle atlantic","in a small city or town (under 50,000)","50.4","38.8","three","both own mother and father",62,4,50.4,38.8
"935","1","18","below average","west south central","in a suburb near a large city","32","iap","four","father only",18,1,32,NA
"936","2","21","below average","west south central","in a large city (over 250,000)","25.2","iap","four","both own mother and father",21,2,25.2,NA
"937","6","38","below average","west south central","in a large city (over 250,000)","23.3","iap","four","both own mother and father",38,6,23.3,NA
"938","8","27","average","west south central","in a suburb near a large city","25.2","39.7","four","mother and stepfather",27,8,25.2,39.7
"939","3","39","below average","west south central","in a large city (over 250,000)","31.1","iap","four","both own mother and father",39,3,31.1,NA
"940","6","18","below average","west south central","in a small city or town (under 50,000)","28.7","20.1","none","mother and stepfather",18,6,28.7,20.1
"941","2","25","below average","west south central","in a large city (over 250,000)","iap","26.1","four","mother only",25,2,NA,26.1
"942","3","32","below average","west south central","in a small city or town (under 50,000)","21.8","iap","four","some other female relative (no male head)",32,3,21.8,NA
"943","12","34","below average","west south central","in a large city (over 250,000)","iap","iap","iap","some other female relative (no male head)",34,12,NA,NA
"944","5","25","average","foreign","in open country but not on a farm","39.9","12.6","four","other arrangement with relatives (e.g., aunt and uncle, grandparents)",25,5,39.9,12.6
"945","8","48","average","foreign","in open country but not on a farm","39.9","iap","four","both own mother and father",48,8,39.9,NA
"946","10","36","far below average","foreign","in open country but not on a farm","14","iap","four","both own mother and father",36,10,14,NA
"947","2","48","average","west south central","in a large city (over 250,000)","iap","37.6","none","mother only",48,2,NA,37.6
"948","7","41","far below average","foreign","in open country but not on a farm","42.2","iap","four","both own mother and father",41,7,42.2,NA
"949","6","39","below average","foreign","in a suburb near a large city","13.6","13.2","four","mother and stepfather",39,6,13.6,13.2
"950","2","26","below average","west south central","in a large city (over 250,000)","iap","60.3","none","mother only",26,2,NA,60.3
"951","1","38","far below average","west south central","in open country but not on a farm","18.6","24.2","four","both own mother and father",38,1,18.6,24.2
"952","0","50","average","foreign","in a large city (over 250,000)","69.3","20.8","four","both own mother and father",50,0,69.3,20.8
"953","5","57","average","west south central","in a medium-size city (50,000-250,000)","iap","77.2","none","mother only",57,5,NA,77.2
"954","2","42","above average","foreign","in a medium-size city (50,000-250,000)","43","32.6","one","both own mother and father",42,2,43,32.6
"955","2","50","average","new england","in a small city or town (under 50,000)","69.3","80.90000000000001","none","both own mother and father",50,2,69.3,80.9
"956","5","34","below average","west south central","in a large city (over 250,000)","20.7","19.6","four","both own mother and father",34,5,20.7,19.6
"957","1","48","average","west south central","in a large city (over 250,000)","iap","89.40000000000001","none","mother only",48,1,NA,89.4
"958","0","42","above average","west south central","in open country but not on a farm","iap","12.6","two","mother only",42,0,NA,12.6
"959","2","23","far below average","west south central","in a small city or town (under 50,000)","76.3","38.3","three","both own mother and father",23,2,76.3,38.3
"960","2","34","average","foreign","in a large city (over 250,000)","73.90000000000001","26.8","four","both own mother and father",34,2,73.9,26.8
"961","7","76","above average","foreign","in a medium-size city (50,000-250,000)","21.6","iap","four","both own mother and father",76,7,21.6,NA
"962","1","36","average","foreign","in a medium-size city (50,000-250,000)","67.7","92","four","both own mother and father",36,1,67.7,92
"963","1","52","far below average","west south central","in a large city (over 250,000)","iap","31.9","none","mother only",52,1,NA,31.9
"964","1","81","above average","east north central","in a suburb near a large city","66.09999999999999","84.2","none","both own mother and father",81,1,66.1,84.2
"965","1","57","above average","west south central","in a large city (over 250,000)","85.2","80.90000000000001","one","both own mother and father",57,1,85.2,80.9
"966","7","35","average","west south central","in a suburb near a large city","62","iap","none","father and stepmother",35,7,62,NA
"967","1","20","average","west south central","in a large city (over 250,000)","iap","82.5","none","mother only",20,1,NA,82.5
"968","3","49","average","foreign","in a large city (over 250,000)","83.8","23.8","four","both own mother and father",49,3,83.8,23.8
"969","2","50","average","foreign","in a suburb near a large city","67.7","35.8","four","both own mother and father",50,2,67.7,35.8
"970","3","25","average","east south atlantic","in a medium-size city (50,000-250,000)","50.4","60.5","none","mother and stepfather",25,3,50.4,60.5
"971","6","49","far below average","south atlantic","in a large city (over 250,000)","iap","38.3","none","mother only",49,6,NA,38.3
"972","3","62","below average","foreign","in a small city or town (under 50,000)","50.4","iap","four","both own mother and father",62,3,50.4,NA
"973","6","64","average","west south central","in a suburb near a large city","33.7","iap","one","father only",64,6,33.7,NA
"974","5","21","below average","south atlantic","in a suburb near a large city","13.6","41","none","mother and stepfather",21,5,13.6,41
"975","7","46","below average","east north central","in a suburb near a large city","iap","13.3","none","some other female relative (no male head)",46,7,NA,13.3
"976","7","58","below average","east south atlantic","in a suburb near a large city","36.4","25","none","mother and stepfather",58,7,36.4,25
"977","5","32","above average","south atlantic","in a large city (over 250,000)","27","19.6","none","both own mother and father",32,5,27,19.6
"978","2","32","average","south atlantic","in a medium-size city (50,000-250,000)","25.2","iap","none","both own mother and father",32,2,25.2,NA
"979","3","41","average","south atlantic","in a medium-size city (50,000-250,000)","52.5","80.90000000000001","none","both own mother and father",41,3,52.5,80.9
"980","8","29","far below average","south atlantic","in open country but not on a farm","38.8","iap","three","some other male relative (no female head)",29,8,38.8,NA
"981","4","no answer","average","east north central","in a small city or town (under 50,000)","32.6","iap","four","both own mother and father",NA,4,32.6,NA
"982","6","64","far below average","foreign","in a medium-size city (50,000-250,000)","36.7","iap","don't know","both own mother and father",64,6,36.7,NA
"983","4","20","average","south atlantic","in a small city or town (under 50,000)","23.3","14","four","both own mother and father",20,4,23.3,14
"984","1","82","below average","south atlantic","in a medium-size city (50,000-250,000)","39.9","12.6","none","both own mother and father",82,1,39.9,12.6
"985","5","31","far above average","south atlantic","in a small city or town (under 50,000)","39.9","57.5","none","mother and stepfather",31,5,39.9,57.5
"986","4","28","below average","west south central","in a large city (over 250,000)","iap","43","four","mother only",28,4,NA,43
"987","0","40","average","south atlantic","in a suburb near a large city","46.5","38.8","iap","both own mother and father",40,0,46.5,38.8
"988","4","43","far below average","south atlantic","in a large city (over 250,000)","iap","84.2","none","mother only",43,4,NA,84.2
"989","6","31","average","south atlantic","in a large city (over 250,000)","iap","iap","iap","other",31,6,NA,NA
"990","4","84","average","south atlantic","in a large city (over 250,000)","23.3","12.6","none","both own mother and father",84,4,23.3,12.6
"991","3","79","average","south atlantic","in a large city (over 250,000)","46","52.5","iap","both own mother and father",79,3,46,52.5
"992","3","72","average","south atlantic","in a large city (over 250,000)","iap","21.6","none","mother only",72,3,NA,21.6
"993","5","70","above average","south atlantic","in a suburb near a large city","iap","12.6","don't know","both own mother and father",70,5,NA,12.6
"994","5","47","average","south atlantic","in open country but not on a farm","iap","iap","none","mother only",47,5,NA,NA
"995","6","28","far below average","foreign","in a small city or town (under 50,000)","iap","39.7","don't know","mother only",28,6,NA,39.7
"996","3","23","below average","south atlantic","in a suburb near a large city","25.2","12.6","four","both own mother and father",23,3,25.2,12.6
"997","5","77","above average","foreign","in a medium-size city (50,000-250,000)","67.7","iap","don't know","both own mother and father",77,5,67.7,NA
"998","3","60","average","south atlantic","in a medium-size city (50,000-250,000)","50.4","38.8","none","both own mother and father",60,3,50.4,38.8
"999","4","62","average","west south central","in a small city or town (under 50,000)","28.4","13.3","none","both own mother and father",62,4,28.4,13.3
"1000","4","43","average","mountain","in a large city (over 250,000)","iap","71.8","none","some other female relative (no male head)",43,4,NA,71.8
"1001","1","20","average","south atlantic","in a suburb near a large city","87.59999999999999","iap","four","both own mother and father",20,1,87.6,NA
"1002","2","47","average","south atlantic","in a suburb near a large city","26.8","35.8","none","both own mother and father",47,2,26.8,35.8
"1003","3","39","above average","south atlantic","in a suburb near a large city","iap","iap","none","other",39,3,NA,NA
"1004","no answer","no answer","far below average","west south central","in open country but not on a farm","iap","12.6","iap","mother and stepfather",NA,NA,NA,12.6
"1005","0","no answer","below average","south atlantic","in a medium-size city (50,000-250,000)","iap","32","none","mother only",NA,0,NA,32
"1006","10","46","far above average","middle atlantic","in a large city (over 250,000)","iap","iap","iap","other",46,10,NA,NA
"1007","6","51","above average","west south central","in a suburb near a large city","53.6","32","none","mother and stepfather",51,6,53.6,32
"1008","3","44","below average","south atlantic","in a small city or town (under 50,000)","iap","19.7","none","both own mother and father",44,3,NA,19.7
"1009","3","35","above average","south atlantic","in a large city (over 250,000)","26.8","31.6","four","both own mother and father",35,3,26.8,31.6
"1010","3","68","far below average","middle atlantic","in a suburb near a large city","28.8","iap","two","other arrangement with relatives (e.g., aunt and uncle, grandparents)",68,3,28.8,NA
"1011","3","69","average","south atlantic","in a large city (over 250,000)","32","13.2","none","both own mother and father",69,3,32,13.2
"1012","2","22","below average","south atlantic","in a small city or town (under 50,000)","28.7","41.1","two","both own mother and father",22,2,28.7,41.1
"1013","1","36","average","south atlantic","in a suburb near a large city","69.3","46.6","none","both own mother and father",36,1,69.3,46.6
"1014","2","29","far above average","south atlantic","in a small city or town (under 50,000)","20.5","iap","none","father only",29,2,20.5,NA
"1015","10","55","far below average","south atlantic","in a small city or town (under 50,000)","iap","12.7","none","mother only",55,10,NA,12.7
"1016","1","no answer","below average","east north central","in a small city or town (under 50,000)","iap","60.5","none","mother only",NA,1,NA,60.5
